Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
293.1965__24.01,14592.61695,20190.60761,88517.57122,166626.8478,0,197628.55577,568135.68363,515932.64977,595745.09627,517961.33044,463096.91423,530441.46674
293.6633__145.14,16652.90728,13487.01851,0,0,23250.86321,15532.69467,0,0,0,0,0,0
294.0331__110.62,3480330.06694,3567066.75692,3212372.792,3350326.52957,3493059.72425,2449368.38576,1881680.4699,2153812.49573,2251874.80503,3178131.75627,2373913.22168,4256245.49118
294.102__131.03,0,0,0,0,0,0,0,0,0,0,0,0
294.1021__274.64,1149656.26926,0,0,0,0,0,0,2716.38527,0,0,0,0
294.1021__224.37,4899162.68883,13192.89119,0,0,0,0,0,0,0,0,0,0
294.1879__143.19,1837443.27845,566957.31777,246671.2786,1455966.22731,1886575.99438,543855.64881,99677.02281,1793932.98865,313244.30935,17195.01165,2429197.27094,5216060.10025
294.2281__24.01,140960.85178,177025.99025,132035.06897,227355.34459,131703.5676,223876.90711,439838.30872,253169.283,503374.41496,356857.97826,550472.68336,482311.89409
294.6235__154.44,2559678.85283,4135038.58017,1969854.97687,2838069.81399,2294320.96569,2195046.10907,595306.7575,1263673.54928,317185.15636,211228.24525,197508.70057,519807.47489
294.6891__143,374951.80393,138557.23976,75609.23941,55021.00969,204114.1234,88096.08347,18469.14777,0,22550.07481,0,651902.16276,1894663.10137
294.8212__76.61,0,0,0,0,0,0,2746766.43955,2106647.7461,2397416.19562,1970012.25216,2122715.5028,2448237.40836
294.8663__99.44,1296534.29325,982619.10602,499798.26731,0,58526.67749,595530.82673,3071987.05263,1768930.81159,2584251.94579,2688245.13011,4081494.91378,4867800.89226
294.9403__111.9,2368238.96473,2197007.2225,3290392.56715,4515654.02802,4108435.56337,2707784.52288,1134455.08139,3716514.02867,3230476.51929,2154758.92405,2847250.16333,3824410.03465
294.9937__81.03,0,0,0,0,0,0,443405.94566,884992.15837,1985050.30183,2448508.79215,1650179.31269,2924152.62951
295.0669__56.82,0,0,0,5277.35145,8843.64539,0,257454.96984,516023.65698,57058.33643,142296.49707,387837.43686,117816.57451
295.1023__290.49,28761.32711,0,0,0,0,0,0,0,0,0,0,0
295.1023__235.33,35994.93703,0,0,0,0,0,0,0,0,0,0,0
295.1023__252.82,69522.12644,0,0,0,0,0,0,0,0,0,0,0
295.1023__180.74,0,0,0,0,0,0,0,0,0,0,0,0
295.1023__221.22,7326.54621,0,0,0,0,0,0,0,0,0,0,0
295.1024__281.2,43272.19679,0,0,0,0,0,0,0,0,0,0,0
295.1294__102.46,6891.74737,21670.9701,14266.56166,0,0,0,8244.21235,7244.72761,16196.74838,8151.75687,0,9850.49342
295.1492__149.44,29640456.31757,29402049.19838,32780690.83839,36688526.68573,30668906.53358,33563852.23701,28342269.93397,25474732.16289,26120936.95319,24215113.2401,35076560.57374,35028901.89087
295.2274__24.08,591004.65739,745753.17839,384304.95801,681813.34217,288281.95362,813802.92448,996378.83469,1087660.34331,1096821.77596,704889.84298,730691.95943,1093576.04884
295.6486__149.19,6666667.41308,7623534.99804,7395309.02098,8259179.93258,7507866.94054,8859672.07673,7494213.85807,5799568.88516,7339781.11593,7713919.15977,6608919.87855,6116823.31756
295.6587__143.53,106908.44601,195673.73884,15206.36053,66982.594,111201.05553,73388.25892,266004.51225,241512.37611,107772.73921,50972.00656,535939.31249,662088.47173
295.859__86.71,0,0,0,0,0,0,1120880.53831,290823.0958,758683.87251,877855.41386,1090132.94605,1442313.86618
295.9434__113.96,7557674.85201,5790589.354,4381620.84626,5148216.62008,6236119.43869,5200935.12053,2225653.66972,2087963.02971,2356281.77201,1647198.92482,3215867.27243,3032410.74876
296.0665__191.12,0,0,0,0,0,0,0,0,0,0,0,0
296.0965__57.12,0,0,0,0,0,0,0,41554.15333,0,0,123563.12646,0
296.1471__149.16,441336327.47186,425133578.26369,479163640.02547,538754498.17402,519221670.08379,501491554.50397,460185751.00947,426543393.08174,394329059.67114,379221504.67232,538022061.28466,548160806.56392
296.2074__26.46,4671.15806,11953.73249,7002.99081,0,7426.78483,17600.38835,287766.27202,255997.95178,250091.76781,233364.32486,278566.13372,259567.22829
296.649__149.18,123061313.76872,125748451.46288,142459142.36417,167004294.50193,147380719.74991,155847892.59726,127010746.22888,119937151.47847,112285721.0683,109838497.83599,163238937.55005,160474880.40012
296.7024__139.75,13514.40647,0,0,10121.25147,0,0,0,0,0,0,19951.8986,12816.77143
296.7278__77.89,0,0,0,0,0,0,48726.53815,26410.9647,68146.83676,26529.09751,155658.84415,125492.88568
296.8012__72.93,301717.73043,442201.96112,346300.73855,278618.74861,294357.9328,148703.5803,2228644.20143,2019696.89123,2104901.56097,2225414.30053,2997082.92246,2081233.22134
296.9276__57.89,0,0,0,0,0,0,108632.01679,27872.87828,20539.62267,78926.05794,393323.47015,164486.12844
296.944__114.13,2543061.62534,1953611.89769,1363402.80785,1755956.35572,2121377.99587,1647980.85264,737663.92658,591987.09138,664252.12489,436554.10186,1021997.86293,776332.52319
296.9578__169.34,1124896.42404,692099.47351,968488.24765,1909495.48436,425412.23158,1074915.14182,4592155.33566,4607048.82878,5540254.43282,2828875.36808,3350232.55773,6545933.90411
296.9908__80.75,0,0,0,0,0,0,475492.42812,201223.20785,350528.71142,420968.67283,387691.98046,550843.75267
297.1511__149.37,14201823.47015,15159726.93843,16811599.33475,18013190.49675,16877732.12619,15933630.368,14532500.43046,2171543.55829,14440143.50306,15396038.27366,20511679.78946,15700489.70427
297.1784__23.98,0,225785.44699,68359.15489,118484.60525,0,129736.69511,0,125319.21667,0,319056.42681,223223.09813,0
297.6584__148.95,0,0,0,15504.16083,0,0,4482274.20123,4523309.22237,0,4549282.16708,0,0
297.8561__87.02,0,0,0,0,0,0,714951.98864,173331.67876,340111.68439,421916.28975,648689.64189,738283.73782
297.9719__87.13,4723029.06818,0,0,0,0,0,165994.11873,9752.89888,47688.07839,135330.75026,513903.29549,183133.46412
298.0254__116.77,6608616.22886,5853620.22738,5381386.43247,6017732.10319,7493843.01832,4949636.90979,1514618.39931,1110669.64411,3972380.43978,1288674.4889,1284344.70773,2271352.14035
298.1451__149.08,3971918.70935,4548030.78161,5469892.51272,6139481.47184,4739280.76594,5810084.19566,8398677.67725,8006325.67419,7690715.20224,7525083.3005,6629445.60561,7174332.52189
298.1785__24.05,332134.40518,385840.89928,244517.07677,478434.22756,289594.8587,602084.45618,296496.14041,149269.78048,392509.88899,344656.22558,993198.77444,787163.0543
298.2227__31.51,0,0,0,0,0,2071.90283,1234993.7042,248320.27661,939581.99616,1137422.96616,2028172.89967,1878151.4904
298.6259__152.97,1733195.6386,3418780.3043,3279459.32109,3282296.5151,3908886.54045,2472305.04507,1976956.81545,2816277.35452,3067002.72815,3662747.35791,2916927.02638,2436165.67007
298.7983__72.92,343807.07174,482446.64479,256527.37699,334813.78692,349246.88269,130749.19068,2409146.90562,2077095.12989,2168171.18269,2251515.74371,3120694.76035,2172250.06339
299.0566__154.07,594552.03171,1026307.24267,27522.48344,0,12783.09924,0,717073.37294,220757.34199,3014116.1607,557010.84817,334658.43256,2241807.24973
299.1106__57.84,159231.51077,298723.41824,289613.01441,0,0,195584.04882,156796.61293,228550.18454,301140.46696,240690.33835,256198.93837,473657.26537
299.2008__23.89,551295.19512,215713.80901,116126.85726,329569.13391,237631.06524,242593.90662,540778.26356,214014.169,866628.68096,2061582.5228,1603023.42782,867548.67706
299.6339__145.07,16537724.32397,18679830.92089,23903504.37938,25485768.19404,31576018.76008,21440966.16357,16941359.67351,19954669.73789,25009691.30903,20092926.34806,26007920.26199,28884837.91
299.6452__152.46,19530.23102,36058.34788,94775.1336,128941.43448,219406.79541,49411.24901,44685.64251,148514.06341,133298.96356,146970.95226,84233.13624,51166.40567
300.0051__116.89,2030631.45592,2595507.00754,1888344.1356,2647571.01458,3441821.01504,1477063.3023,868963.03006,982063.07946,1100637.44288,925625.47027,2021904.65653,3607238.38978
300.1357__145.07,5023031.58539,5389843.00246,6975991.05405,7367260.94933,9002820.96123,6914090.33948,5193693.9573,5768494.05873,7477829.18709,6005450.42749,7448579.89157,8287769.79146
300.2028__55.37,4683739.53242,119212.92019,285768.57886,149991.47966,129349.77534,366927.4289,123584.5809,177924.87355,182399.40397,388491.41278,347413.70506,144530.45684
300.2046__24.48,8473.14675,111625.97361,10222.54311,0,15362.02146,6519.73502,17799.30499,70509.48458,654035.61816,366694.39765,272710.3851,348058.82895
300.2175__102.85,314750.74795,445387.70307,25079.12264,51119.52854,72587.14356,226109.90959,15637.89587,11957.4791,148962.10166,200816.25205,101302.97532,251883.13883
300.6421__145.34,7107814.10305,10859102.43717,6746601.80038,14834216.9494,18144244.22077,8806094.61141,6933317.06884,6282473.33684,5876647.24248,6405776.15492,12797238.88753,8833257.24851
300.8115__73.9,63535.25256,45173.14858,128272.54564,1505616.12019,1825958.74191,1586110.83786,806714.4783,761941.86717,760098.65522,719653.24805,1565147.70993,971021.63966
300.9054__113.12,24728569.9213,13134143.00628,3691635.96651,6590942.52244,16456670.98459,3963858.50164,4196933.26838,2332640.963,5110748.03072,2557333.0887,4076812.61276,6786522.4875
300.9054__103.31,96340.56698,626580.53897,59321.17303,0,0,6643.57358,4277804.80027,1549121.46926,5608505.96823,2239718.56598,1761142.44697,6162757.95196
300.9187__90.6,6076766.08633,3781955.84805,3292059.05384,320163.62333,3223006.11894,3854258.6903,2000615.3696,402611.11851,10923.76976,12919.38433,0,2590324.87748
301.1189__23.92,386799.70491,107236.66432,31259.35159,0,5851.30423,191064.42835,160362.56088,172218.07002,383397.10525,170292.01046,423278.12149,595562.15901
301.1416__65.09,4391945.03652,2479543.70211,5170832.46345,5659060.25482,1987294.3427,3778020.74446,5375376.13169,5032828.00069,5574469.69085,5337348.63809,4812820.00472,5779829.20024
301.1418__113.87,1878913.59013,2182712.4661,2485646.03984,4023508.05731,3039604.68445,1938317.06429,1524249.66219,1644034.38851,1694844.72655,1411192.36849,1660290.52866,2378511.47689
301.1435__145.09,2031627.06078,2927383.26674,1758842.79637,4197146.88797,4968213.93127,2531784.54504,2175261.54464,1593879.15725,1582252.22171,1559618.27054,3220131.63565,1952832.9058
301.2168__24.01,1641179.0408,3935855.93089,3064531.81384,3470103.78858,3659629.86902,3917523.85433,7235283.11309,10164910.86261,10041934.16854,6136732.12873,11700309.58416,10977993.80398
301.6493__144.54,896169.91947,1055228.76655,799364.84734,1876625.37405,1833967.85138,1385342.29933,2310967.94275,2177442.54454,2056815.06798,929972.87318,1619397.54085,1125148.03998
301.939__82.6,0,0,0,0,0,0,778769.01714,251733.9232,957452.67671,1307449.06425,1156384.84932,2054005.06217
301.963__118.5,290046.715,482991.3486,427027.47331,0,563490.93196,0,100251.43505,217013.51641,400701.74367,116594.91605,629576.08477,355448.63799
302.1715__144.25,2893574.092,2233588.04778,2101553.98906,818405.09437,3122382.1186,2254090.33509,2184635.60319,2397125.33426,2475035.20644,1649980.82882,3245166.54704,3257665.9699
302.2149__58.87,1738921.30872,0,0,0,0,0,402986.6362,591455.39284,485180.29296,478119.13942,2723831.54206,937312.34909
302.2202__24,268533.92056,773908.79017,632740.57638,656206.94727,732517.12949,758389.33337,1578394.75688,2126301.73174,2161531.16395,1272631.07758,2409987.82758,2220451.01095
